0,0
-5.00E-07,0.001999999
-2.00E-06,0.003999989
-4.50E-06,0.005999964
-8.00E-06,0.007999915
-1.25E-05,0.009999833
-1.80E-05,0.011999712
-2.45E-05,0.013999543
-3.20E-05,0.015999317
-4.05E-05,0.017999028
-5.00E-05,0.019998667
-6.05E-05,0.021998225
-7.20E-05,0.023997696
-8.45E-05,0.025997071
-9.80E-05,0.027996341
-0.000112498,0.0299955
-0.000127997,0.031994539
-0.000144497,0.03399345
-0.000161996,0.035992225
-0.000180495,0.037990855
-0.000199993,0.039989334
-0.000220492,0.041987653
-0.00024199,0.043985804
-0.000264488,0.045983779
-0.000287986,0.04798157
-0.000312484,0.049979169
-0.000337981,0.051976569
-0.000364478,0.05397376
-0.000391974,0.055970735
-0.000420471,0.057967487
-0.000449966,0.059964006
-0.000480462,0.061960286
-0.000511956,0.063956318
-0.000544451,0.065952094
-0.000577944,0.067947607
-0.000612437,0.069942847
-0.00064793,0.071937808
-0.000684422,0.073932481
-0.000721913,0.075926858
-0.000760404,0.077920932
-0.000799893,0.079914694
-0.000840382,0.081908136
-0.00088187,0.083901251
-0.000924358,0.08589403
-0.000967844,0.087886465
-0.001012329,0.089878549
-0.001057813,0.091870274
-0.001104297,0.09386163
-0.001151779,0.095852612
-0.00120026,0.09784321
-0.00124974,0.099833417
-0.001300218,0.101823224
-0.001351695,0.103812624
-0.001404171,0.105801609
-0.001457646,0.10779017
-0.001512119,0.109778301
-0.00156759,0.111765992
-0.00162406,0.113753236
-0.001681529,0.115740026
-0.001739995,0.117726352
-0.00179946,0.119712207
-0.001859923,0.121697584
-0.001921384,0.123682474
-0.001983844,0.125666869
-0.002047301,0.127650761
-0.002111756,0.129634143
-0.00217721,0.131617006
-0.00224366,0.133599343
-0.002311109,0.135581145
-0.002379556,0.137562405
-0.002449,0.139543115
-0.002519441,0.141523266
-0.00259088,0.143502852
-0.002663317,0.145481863
-0.002736751,0.147460293
-0.002811182,0.149438132
-0.00288661,0.151415374
-0.002963036,0.153392011
-0.003040458,0.155368033
-0.003118877,0.157343435
-0.003198294,0.159318207
-0.003278707,0.161292341
-0.003360117,0.163265831
-0.003442523,0.165238667
-0.003525926,0.167210842
-0.003610325,0.169182349
-0.003695721,0.171153179
-0.003782114,0.173123324
-0.003869502,0.175092777
-0.003957886,0.177061529
-0.004047267,0.179029573
-0.004137643,0.180996901
-0.004229016,0.182963505
-0.004321384,0.184929378
-0.004414748,0.18689451
-0.004509107,0.188858895
-0.004604462,0.190822524
-0.004700812,0.192785391
